lane,shipment_count,total_emissions,average_emissions,average_utilization,average_transit_time_hrs,average_speed_kmph,average_co2_per_ton_km,hotspot_tag,recommendation_summary
Bangalore - Gurgaon,1,1582.9,1582.9,52.9814982652026,47.4,57,0.5524,High Emission + Low Utilization,"Consolidate loads, reduce empty movement, and shift dispatch windows to improve fill and cut emissions"
Bangalore - Guwahati,2,3947.5,1973.75,78.3925571478673,60.4,52.5,0.05985,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Bangalore - Gwalior,1,1249.4,1249.4,65.6549056459852,42.2,55,0.0792,Normal,Monitor lane performance and maintain current operating plan
Bangalore - Hubli,2,810.2,405.1,73.1943401130967,14.2,47.5,0.19965,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Bangalore - Indore,1,1104.4,1104.4,77.6465950647417,35,50,0.054,Normal,Monitor lane performance and maintain current operating plan
Bangalore - Jabalpur,3,3090.6,1030.2,60.6527686428969,33.2,57,0.1705,Normal,Monitor lane performance and maintain current operating plan
Bangalore - Jaipur,1,1323.9,1323.9,65.8348370220521,44.5,55,0.0976,Normal,Monitor lane performance and maintain current operating plan
Bangalore - Jalandhar,3,5559.7,1853.23333333333,82.1075849403926,56.1666666666667,56.3333333333333,0.183033333333333,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Bangalore - Kanpur,2,3008.6,1504.3,87.8413238260774,45.7,52,0.07885,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Bangalore - Kochi,3,910.3,303.433333333333,77.4437540961008,12.4,55,0.141733333333333,Normal,Monitor lane performance and maintain current operating plan
Bangalore - Kolkata,4,5670.6,1417.65,63.8439764687004,46,52.75,0.0699,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Bangalore - Kota,1,1212.5,1212.5,77.0184638888864,39.6,55,0.0762,Normal,Monitor lane performance and maintain current operating plan
Bangalore - Lucknow,2,2609.8,1304.9,79.0275179336369,43.8,57,0.176,Normal,Monitor lane performance and maintain current operating plan
Bangalore - Ludhiana,1,1527.6,1527.6,42.4294497438063,54.4,57,0.4801,High Emission + Low Utilization,"Consolidate loads, reduce empty movement, and shift dispatch windows to improve fill and cut emissions"
Bangalore - Madurai,3,1013.5,337.833333333333,80.535553203938,12.4,51,0.0907666666666667,Normal,Monitor lane performance and maintain current operating plan
Bangalore - Mangalore,1,238.5,238.5,43.1543037688022,10.8,53,0.0645,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Bangalore - Mumbai,3,2264.3,754.766666666667,87.6948765004316,24.9,55,0.3127,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Bangalore - Nagpur,1,831.3,831.3,86.3868543504402,27.6,53,0.0879,Normal,Monitor lane performance and maintain current operating plan
Bangalore - Nashik,1,744.4,744.4,58.3987791597901,26.5,53,0.0811,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Bangalore - Noida,2,2997.5,1498.75,89.1661234213557,48.2,56,0.12005,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Bangalore - Panipat,1,1825.2,1825.2,89.7806714436906,50,57,0.3981,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Bangalore - Patna,1,2180.4,2180.4,78.539427237459,57.1,42,0.0464,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Bangalore - Prayagraj,2,2376,1188,77.3583936600867,40.6,57,0.1591,Normal,Monitor lane performance and maintain current operating plan
Bangalore - Pune,1,618.8,618.8,91.339865931774,22,55,0.1536,Normal,Monitor lane performance and maintain current operating plan
Bangalore - Raipur,1,933.1,933.1,95.3482400556727,30.3,55,0.1114,Normal,Monitor lane performance and maintain current operating plan
Bangalore - Rajkot,1,1131.8,1131.8,42.8550241964431,35.7,57,0.2498,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Bangalore - Rohtak,1,1605.2,1605.2,46.7805958546295,48.6,57,0.3136,High Emission + Low Utilization,"Consolidate loads, reduce empty movement, and shift dispatch windows to improve fill and cut emissions"
Bangalore - Siliguri,2,3354.3,1677.15,58.4945711082624,52.55,56,0.2785,High Emission + Low Utilization,"Consolidate loads, reduce empty movement, and shift dispatch windows to improve fill and cut emissions"
Bangalore - Sonipat,1,2357.1,2357.1,68.0857370648186,62.8,42,0.0501,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Bangalore - Surat,2,2400.4,1200.2,70.8921295657654,34.25,49.5,0.19495,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Bangalore - Tirupati,2,374.8,187.4,60.5857417066662,7.6,54,0.15955,Normal,Monitor lane performance and maintain current operating plan
Bangalore - Trichy,1,291.5,291.5,100,10.1,53,0.1381,Normal,Monitor lane performance and maintain current operating plan
Bangalore - Udaipur,1,1825.1,1825.1,76.3789536410297,48.6,42,0.0475,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Bangalore - Vadodara,1,910,910,61.8205430723741,32.6,57,0.1407,Normal,Monitor lane performance and maintain current operating plan
Bangalore - Varanasi,2,2846.7,1423.35,71.5456551274773,41.3,57,0.31605,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Bangalore - Visakhapatnam,1,750.7,750.7,69.8732610250172,25.5,50,0.0614,Normal,Monitor lane performance and maintain current operating plan
Belgaum - Agra,1,1148.6,1148.6,40.8967941777406,35,60,0.0812,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Belgaum - Ahmedabad,2,1440.6,720.3,55.4851964485248,24.6,54,0.2745,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Belgaum - Amritsar,3,4503.5,1501.16666666667,71.6671610496442,47.1333333333333,58,0.0962666666666667,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Belgaum - Aurangabad,5,2249.1,449.82,79.0518326593709,15.44,51.8,0.15954,Normal,Monitor lane performance and maintain current operating plan
Belgaum - Bangalore,4,1724.1,431.025,66.956711432756,15.375,52.75,0.1495,Normal,Monitor lane performance and maintain current operating plan
Belgaum - Bhopal,1,760.1,760.1,99.4226457761648,24.2,58,0.0728,Normal,Monitor lane performance and maintain current operating plan
Belgaum - Bilaspur,1,887.1,887.1,90.4799722752909,29,60,0.0716,Normal,Monitor lane performance and maintain current operating plan
Belgaum - Chennai,1,533.1,533.1,51.5025214584119,20.9,55,0.203,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Belgaum - Coimbatore,1,625.2,625.2,94.6881427320717,20.4,48,0.056,Normal,Monitor lane performance and maintain current operating plan
Belgaum - Delhi,1,1883.2,1883.2,73.7472640549848,50,44,0.0425,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Belgaum - Durgapur,2,2429.5,1214.75,61.9753612064805,41.15,61,0.09985,Normal,Monitor lane performance and maintain current operating plan
Belgaum - Faridabad,2,3053.8,1526.9,66.4775212269244,45.45,49.5,0.1997,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Belgaum - Ghaziabad,6,7737.2,1289.53333333333,77.4615969675989,41.4,55.6666666666667,0.15495,Normal,Monitor lane performance and maintain current operating plan
Belgaum - Gurgaon,3,4088.3,1362.76666666667,83.1797474312254,42.5,52.6666666666667,0.092,Normal,Monitor lane performance and maintain current operating plan
Belgaum - Guwahati,1,1599.4,1599.4,73.0661475825997,53.1,62,0.3007,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Belgaum - Gwalior,1,1086.8,1086.8,71.4498677016594,31.8,62,0.1567,Normal,Monitor lane performance and maintain current operating plan
Belgaum - Hubli,1,87.6,87.6,73.6985848332132,5,47,0.0842,Normal,Monitor lane performance and maintain current operating plan
Belgaum - Hyderabad,2,727.9,363.95,65.3760462844985,14.8,55,0.2292,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Belgaum - Indore,1,922.2,922.2,77.5020319608489,27.5,44,0.0367,Normal,Monitor lane performance and maintain current operating plan
Belgaum - Jabalpur,1,956.7,956.7,79.3277650425276,27.4,60,0.1237,Normal,Monitor lane performance and maintain current operating plan
Belgaum - Jaipur,1,937.2,937.2,39.1706352891336,35.1,57,0.3767,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Belgaum - Jalandhar,3,4081.5,1360.5,71.7451447169628,44.6,60.6666666666667,0.0938,Normal,Monitor lane performance and maintain current operating plan
Belgaum - Kanpur,1,1173.1,1173.1,45.315660899291,35.3,60,0.1106,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Belgaum - Kochi,2,1234.3,617.15,85.6399758061831,19.4,58,0.10735,Normal,Monitor lane performance and maintain current operating plan
Belgaum - Kolkata,2,3118.1,1559.05,89.7624421963704,45.75,56,0.17595,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Belgaum - Kota,2,1696.8,848.4,67.8766798597479,28.7,60,0.0753,Normal,Monitor lane performance and maintain current operating plan
Belgaum - Lucknow,1,1366,1366,81.4636994733055,39,57,0.2317,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Belgaum - Madurai,3,1992.6,664.2,58.0292820431121,21.8333333333333,56.6666666666667,0.0776,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Belgaum - Mangalore,1,262.1,262.1,67.1735233402511,11.4,55,0.2862,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Belgaum - Mumbai,1,337.1,337.1,66.022477398457,13.5,53,0.076,Normal,Monitor lane performance and maintain current operating plan
Belgaum - Nagpur,1,653.1,653.1,92.612565541181,22.7,55,0.1295,Normal,Monitor lane performance and maintain current operating plan
Belgaum - Nashik,3,1164.5,388.166666666667,71.143662009604,15.1333333333333,54.3333333333333,0.183433333333333,Normal,Monitor lane performance and maintain current operating plan
Belgaum - Noida,1,1548.2,1548.2,99.5606547456382,41.4,55,0.0964,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Belgaum - Panipat,1,1278.5,1278.5,84.3605010415049,40.2,60,0.0857,Normal,Monitor lane performance and maintain current operating plan
Belgaum - Patna,1,1564.6,1564.6,80.5075821907338,47.7,50,0.0455,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Belgaum - Prayagraj,2,2132.8,1066.4,74.5080878742846,35,60,0.08225,Normal,Monitor lane performance and maintain current operating plan
Belgaum - Pune,4,1059.8,264.95,66.4767622586502,11.15,52.25,0.092,Normal,Monitor lane performance and maintain current operating plan
Belgaum - Raipur,3,2324.4,774.8,78.4103350366073,26.3666666666667,60.6666666666667,0.1728,Normal,Monitor lane performance and maintain current operating plan
Belgaum - Ranchi,2,1996.1,998.05,47.4577899651669,36.3,62,0.1086,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Belgaum - Rohtak,1,1354.5,1354.5,70.8673268549412,41.5,55,0.0437,Normal,Monitor lane performance and maintain current operating plan
Belgaum - Salem,2,1128.1,564.05,77.2863486521196,18.95,54,0.1266,Normal,Monitor lane performance and maintain current operating plan
Belgaum - Siliguri,2,3535.2,1767.6,85.919987637929,49.75,58.5,0.08995,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Belgaum - Sonipat,2,2610.5,1305.25,67.392812315253,39.5,59.5,0.12045,Normal,Monitor lane performance and maintain current operating plan
Belgaum - Surat,1,813.1,813.1,66.8108472899023,24.1,40,0.0466,Normal,Monitor lane performance and maintain current operating plan
Belgaum - Thiruvananthapuram,4,2863.1,715.775,78.022759271161,23,60,0.41905,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Belgaum - Trichy,1,723.6,723.6,98.7354489625488,20.3,58,0.0973,Normal,Monitor lane performance and maintain current operating plan
Belgaum - Udaipur,2,1698,849,74.8765056378743,27.65,58,0.16155,Normal,Monitor lane performance and maintain current operating plan
Belgaum - Vadodara,2,1256.2,628.1,74.9406927816114,20.25,59,0.18745,Normal,Monitor lane performance and maintain current operating plan
Belgaum - Varanasi,1,1141.8,1141.8,81.2480002470049,36.5,60,0.074,Normal,Monitor lane performance and maintain current operating plan
Belgaum - Vijayawada,1,543.1,543.1,75.9354959575411,18.8,58,0.0969,Normal,Monitor lane performance and maintain current operating plan
Belgaum - Visakhapatnam,2,1743.7,871.85,67.8579481396505,27.9,53,0.04205,Normal,Monitor lane performance and maintain current operating plan
Bhopal - Agra,2,876.4,438.2,65.6041123526141,14.7,53,0.12295,Normal,Monitor lane performance and maintain current operating plan
Bhopal - Ahmedabad,2,936.6,468.3,57.8429575011185,16.55,51.5,0.1825,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Bhopal - Amritsar,4,3112.2,778.05,64.4929109128004,26,62,0.24715,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Bhopal - Aurangabad,1,331.4,331.4,43.8788835481241,14.1,55,0.1499,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Bhopal - Bangalore,4,3979.4,994.85,70.9035856493989,33.15,56,0.14405,Normal,Monitor lane performance and maintain current operating plan
Bhopal - Belgaum,3,2383.5,794.5,79.5451440581987,25.3,55,0.113833333333333,Normal,Monitor lane performance and maintain current operating plan
Bhopal - Bilaspur,1,446.8,446.8,46.5047379784665,17.1,50,0.0533,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Bhopal - Chennai,1,1245,1245,94.8211676653792,34.3,55,0.1282,Normal,Monitor lane performance and maintain current operating plan
Bhopal - Coimbatore,2,2283.3,1141.65,71.2789729978134,37.05,58.5,0.30135,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Bhopal - Delhi,2,1432.6,716.3,74.2947406516182,21.45,46.5,0.08365,Normal,Monitor lane performance and maintain current operating plan
Bhopal - Durgapur,1,839.6,839.6,87.6094428416321,27.7,60,0.09,Normal,Monitor lane performance and maintain current operating plan
Bhopal - Faridabad,1,439.5,439.5,50.8047994444104,17.7,55,0.109,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Bhopal - Ghaziabad,3,1427.5,475.833333333333,61.39840096112,18.5,55,0.191866666666667,Normal,Monitor lane performance and maintain current operating plan
Bhopal - Guntur,1,975.5,975.5,44.6665105328219,28.3,45,0.0444,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Bhopal - Gurgaon,2,1007.7,503.85,63.2831954306359,17.9,55,0.23305,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
